# Generated: Wed Jan 28 14:37:51 2026
# Parameters: n_x=20, n_y=60, node_elem=4
160
       0         0         1     1     0
       1         1         2     1     0
       2         2         3     1     0
       3         3         4     1     0
       4         4         5     1     0
       5         5         6     1     0
       6         6         7     1     0
       7         7         8     1     0
       8         8         9     1     0
       9         9        10     1     0
      10        10        11     1     0
      11        11        12     1     0
      12        12        13     1     0
      13        13        14     1     0
      14        14        15     1     0
      15        15        16     1     0
      16        16        17     1     0
      17        17        18     1     0
      18        18        19     1     0
      19        19        20     1     0
      20        20        41     1     0
      21        41        62     1     0
      22        62        83     1     0
      23        83       104     1     0
      24       104       125     1     0
      25       125       146     1     0
      26       146       167     1     0
      27       167       188     1     0
      28       188       209     1     0
      29       209       230     1     0
      30       230       251     1     0
      31       251       272     1     0
      32       272       293     1     0
      33       293       314     1     0
      34       314       335     1     0
      35       335       356     1     0
      36       356       377     1     0
      37       377       398     1     0
      38       398       419     1     0
      39       419       440     1     0
      40       440       461     1     0
      41       461       482     1     0
      42       482       503     1     0
      43       503       524     1     0
      44       524       545     1     0
      45       545       566     1     0
      46       566       587     1     0
      47       587       608     1     0
      48       608       629     1     0
      49       629       650     1     0
      50       650       671     1     0
      51       671       692     1     0
      52       692       713     1     0
      53       713       734     1     0
      54       734       755     1     0
      55       755       776     1     0
      56       776       797     1     0
      57       797       818     1     0
      58       818       839     1     0
      59       839       860     1     0
      60       860       881     1     0
      61       881       902     1     0
      62       902       923     1     0
      63       923       944     1     0
      64       944       965     1     0
      65       965       986     1     0
      66       986      1007     1     0
      67      1007      1028     1     0
      68      1028      1049     1     0
      69      1049      1070     1     0
      70      1070      1091     1     0
      71      1091      1112     1     0
      72      1112      1133     1     0
      73      1133      1154     1     0
      74      1154      1175     1     0
      75      1175      1196     1     0
      76      1196      1217     1     0
      77      1217      1238     1     0
      78      1238      1259     1     0
      79      1259      1280     1     0
      80      1280      1279     1     0
      81      1279      1278     1     0
      82      1278      1277     1     0
      83      1277      1276     1     0
      84      1276      1275     1     0
      85      1275      1274     1     0
      86      1274      1273     1     0
      87      1273      1272     1     0
      88      1272      1271     1     0
      89      1271      1270     1     0
      90      1270      1269     1     0
      91      1269      1268     1     0
      92      1268      1267     1     0
      93      1267      1266     1     0
      94      1266      1265     1     0
      95      1265      1264     1     0
      96      1264      1263     1     0
      97      1263      1262     1     0
      98      1262      1261     1     0
      99      1261      1260     1     0
     100      1260      1239     1     0
     101      1239      1218     1     0
     102      1218      1197     1     0
     103      1197      1176     1     0
     104      1176      1155     1     0
     105      1155      1134     1     0
     106      1134      1113     1     0
     107      1113      1092     1     0
     108      1092      1071     1     0
     109      1071      1050     1     0
     110      1050      1029     1     0
     111      1029      1008     1     0
     112      1008       987     1     0
     113       987       966     1     0
     114       966       945     1     0
     115       945       924     1     0
     116       924       903     1     0
     117       903       882     1     0
     118       882       861     1     0
     119       861       840     1     0
     120       840       819     1     0
     121       819       798     1     0
     122       798       777     1     0
     123       777       756     1     0
     124       756       735     1     0
     125       735       714     1     0
     126       714       693     1     0
     127       693       672     1     0
     128       672       651     1     0
     129       651       630     1     0
     130       630       609     1     0
     131       609       588     1     0
     132       588       567     1     0
     133       567       546     1     0
     134       546       525     1     0
     135       525       504     1     0
     136       504       483     1     0
     137       483       462     1     0
     138       462       441     1     0
     139       441       420     1     0
     140       420       399     1     0
     141       399       378     1     0
     142       378       357     1     0
     143       357       336     1     0
     144       336       315     1     0
     145       315       294     1     0
     146       294       273     1     0
     147       273       252     1     0
     148       252       231     1     0
     149       231       210     1     0
     150       210       189     1     0
     151       189       168     1     0
     152       168       147     1     0
     153       147       126     1     0
     154       126       105     1     0
     155       105        84     1     0
     156        84        63     1     0
     157        63        42     1     0
     158        42        21     1     0
     159        21         0     1     0
