# Generated: Wed Jan 28 14:37:51 2026
# Parameters: n_x=20, n_y=60, annular=1
# Node count: 1281
1281
       0  0.000000000000e+00  0.000000000000e+00
       1  1.000000000000e+00  0.000000000000e+00
       2  2.000000000000e+00  0.000000000000e+00
       3  3.000000000000e+00  0.000000000000e+00
       4  4.000000000000e+00  0.000000000000e+00
       5  5.000000000000e+00  0.000000000000e+00
       6  6.000000000000e+00  0.000000000000e+00
       7  7.000000000000e+00  0.000000000000e+00
       8  8.000000000000e+00  0.000000000000e+00
       9  9.000000000000e+00  0.000000000000e+00
      10  1.000000000000e+01  0.000000000000e+00
      11  1.100000000000e+01  0.000000000000e+00
      12  1.200000000000e+01  0.000000000000e+00
      13  1.300000000000e+01  0.000000000000e+00
      14  1.400000000000e+01  0.000000000000e+00
      15  1.500000000000e+01  0.000000000000e+00
      16  1.600000000000e+01  0.000000000000e+00
      17  1.700000000000e+01  0.000000000000e+00
      18  1.800000000000e+01  0.000000000000e+00
      19  1.900000000000e+01  0.000000000000e+00
      20  2.000000000000e+01  0.000000000000e+00
      21  0.000000000000e+00  3.333333333333e-01
      22  1.000000000000e+00  3.333333333333e-01
      23  2.000000000000e+00  3.333333333333e-01
      24  3.000000000000e+00  3.333333333333e-01
      25  4.000000000000e+00  3.333333333333e-01
      26  5.000000000000e+00  3.333333333333e-01
      27  6.000000000000e+00  3.333333333333e-01
      28  7.000000000000e+00  3.333333333333e-01
      29  8.000000000000e+00  3.333333333333e-01
      30  9.000000000000e+00  3.333333333333e-01
      31  1.000000000000e+01  3.333333333333e-01
      32  1.100000000000e+01  3.333333333333e-01
      33  1.200000000000e+01  3.333333333333e-01
      34  1.300000000000e+01  3.333333333333e-01
      35  1.400000000000e+01  3.333333333333e-01
      36  1.500000000000e+01  3.333333333333e-01
      37  1.600000000000e+01  3.333333333333e-01
      38  1.700000000000e+01  3.333333333333e-01
      39  1.800000000000e+01  3.333333333333e-01
      40  1.900000000000e+01  3.333333333333e-01
      41  2.000000000000e+01  3.333333333333e-01
      42  0.000000000000e+00  6.666666666667e-01
      43  1.000000000000e+00  6.666666666667e-01
      44  2.000000000000e+00  6.666666666667e-01
      45  3.000000000000e+00  6.666666666667e-01
      46  4.000000000000e+00  6.666666666667e-01
      47  5.000000000000e+00  6.666666666667e-01
      48  6.000000000000e+00  6.666666666667e-01
      49  7.000000000000e+00  6.666666666667e-01
      50  8.000000000000e+00  6.666666666667e-01
      51  9.000000000000e+00  6.666666666667e-01
      52  1.000000000000e+01  6.666666666667e-01
      53  1.100000000000e+01  6.666666666667e-01
      54  1.200000000000e+01  6.666666666667e-01
      55  1.300000000000e+01  6.666666666667e-01
      56  1.400000000000e+01  6.666666666667e-01
      57  1.500000000000e+01  6.666666666667e-01
      58  1.600000000000e+01  6.666666666667e-01
      59  1.700000000000e+01  6.666666666667e-01
      60  1.800000000000e+01  6.666666666667e-01
      61  1.900000000000e+01  6.666666666667e-01
      62  2.000000000000e+01  6.666666666667e-01
      63  0.000000000000e+00  1.000000000000e+00
      64  1.000000000000e+00  1.000000000000e+00
      65  2.000000000000e+00  1.000000000000e+00
      66  3.000000000000e+00  1.000000000000e+00
      67  4.000000000000e+00  1.000000000000e+00
      68  5.000000000000e+00  1.000000000000e+00
      69  6.000000000000e+00  1.000000000000e+00
      70  7.000000000000e+00  1.000000000000e+00
      71  8.000000000000e+00  1.000000000000e+00
      72  9.000000000000e+00  1.000000000000e+00
      73  1.000000000000e+01  1.000000000000e+00
      74  1.100000000000e+01  1.000000000000e+00
      75  1.200000000000e+01  1.000000000000e+00
      76  1.300000000000e+01  1.000000000000e+00
      77  1.400000000000e+01  1.000000000000e+00
      78  1.500000000000e+01  1.000000000000e+00
      79  1.600000000000e+01  1.000000000000e+00
      80  1.700000000000e+01  1.000000000000e+00
      81  1.800000000000e+01  1.000000000000e+00
      82  1.900000000000e+01  1.000000000000e+00
      83  2.000000000000e+01  1.000000000000e+00
      84  0.000000000000e+00  1.333333333333e+00
      85  1.000000000000e+00  1.333333333333e+00
      86  2.000000000000e+00  1.333333333333e+00
      87  3.000000000000e+00  1.333333333333e+00
      88  4.000000000000e+00  1.333333333333e+00
      89  5.000000000000e+00  1.333333333333e+00
      90  6.000000000000e+00  1.333333333333e+00
      91  7.000000000000e+00  1.333333333333e+00
      92  8.000000000000e+00  1.333333333333e+00
      93  9.000000000000e+00  1.333333333333e+00
      94  1.000000000000e+01  1.333333333333e+00
      95  1.100000000000e+01  1.333333333333e+00
      96  1.200000000000e+01  1.333333333333e+00
      97  1.300000000000e+01  1.333333333333e+00
      98  1.400000000000e+01  1.333333333333e+00
      99  1.500000000000e+01  1.333333333333e+00
     100  1.600000000000e+01  1.333333333333e+00
     101  1.700000000000e+01  1.333333333333e+00
     102  1.800000000000e+01  1.333333333333e+00
     103  1.900000000000e+01  1.333333333333e+00
     104  2.000000000000e+01  1.333333333333e+00
     105  0.000000000000e+00  1.666666666667e+00
     106  1.000000000000e+00  1.666666666667e+00
     107  2.000000000000e+00  1.666666666667e+00
     108  3.000000000000e+00  1.666666666667e+00
     109  4.000000000000e+00  1.666666666667e+00
     110  5.000000000000e+00  1.666666666667e+00
     111  6.000000000000e+00  1.666666666667e+00
     112  7.000000000000e+00  1.666666666667e+00
     113  8.000000000000e+00  1.666666666667e+00
     114  9.000000000000e+00  1.666666666667e+00
     115  1.000000000000e+01  1.666666666667e+00
     116  1.100000000000e+01  1.666666666667e+00
     117  1.200000000000e+01  1.666666666667e+00
     118  1.300000000000e+01  1.666666666667e+00
     119  1.400000000000e+01  1.666666666667e+00
     120  1.500000000000e+01  1.666666666667e+00
     121  1.600000000000e+01  1.666666666667e+00
     122  1.700000000000e+01  1.666666666667e+00
     123  1.800000000000e+01  1.666666666667e+00
     124  1.900000000000e+01  1.666666666667e+00
     125  2.000000000000e+01  1.666666666667e+00
     126  0.000000000000e+00  2.000000000000e+00
     127  1.000000000000e+00  2.000000000000e+00
     128  2.000000000000e+00  2.000000000000e+00
     129  3.000000000000e+00  2.000000000000e+00
     130  4.000000000000e+00  2.000000000000e+00
     131  5.000000000000e+00  2.000000000000e+00
     132  6.000000000000e+00  2.000000000000e+00
     133  7.000000000000e+00  2.000000000000e+00
     134  8.000000000000e+00  2.000000000000e+00
     135  9.000000000000e+00  2.000000000000e+00
     136  1.000000000000e+01  2.000000000000e+00
     137  1.100000000000e+01  2.000000000000e+00
     138  1.200000000000e+01  2.000000000000e+00
     139  1.300000000000e+01  2.000000000000e+00
     140  1.400000000000e+01  2.000000000000e+00
     141  1.500000000000e+01  2.000000000000e+00
     142  1.600000000000e+01  2.000000000000e+00
     143  1.700000000000e+01  2.000000000000e+00
     144  1.800000000000e+01  2.000000000000e+00
     145  1.900000000000e+01  2.000000000000e+00
     146  2.000000000000e+01  2.000000000000e+00
     147  0.000000000000e+00  2.333333333333e+00
     148  1.000000000000e+00  2.333333333333e+00
     149  2.000000000000e+00  2.333333333333e+00
     150  3.000000000000e+00  2.333333333333e+00
     151  4.000000000000e+00  2.333333333333e+00
     152  5.000000000000e+00  2.333333333333e+00
     153  6.000000000000e+00  2.333333333333e+00
     154  7.000000000000e+00  2.333333333333e+00
     155  8.000000000000e+00  2.333333333333e+00
     156  9.000000000000e+00  2.333333333333e+00
     157  1.000000000000e+01  2.333333333333e+00
     158  1.100000000000e+01  2.333333333333e+00
     159  1.200000000000e+01  2.333333333333e+00
     160  1.300000000000e+01  2.333333333333e+00
     161  1.400000000000e+01  2.333333333333e+00
     162  1.500000000000e+01  2.333333333333e+00
     163  1.600000000000e+01  2.333333333333e+00
     164  1.700000000000e+01  2.333333333333e+00
     165  1.800000000000e+01  2.333333333333e+00
     166  1.900000000000e+01  2.333333333333e+00
     167  2.000000000000e+01  2.333333333333e+00
     168  0.000000000000e+00  2.666666666667e+00
     169  1.000000000000e+00  2.666666666667e+00
     170  2.000000000000e+00  2.666666666667e+00
     171  3.000000000000e+00  2.666666666667e+00
     172  4.000000000000e+00  2.666666666667e+00
     173  5.000000000000e+00  2.666666666667e+00
     174  6.000000000000e+00  2.666666666667e+00
     175  7.000000000000e+00  2.666666666667e+00
     176  8.000000000000e+00  2.666666666667e+00
     177  9.000000000000e+00  2.666666666667e+00
     178  1.000000000000e+01  2.666666666667e+00
     179  1.100000000000e+01  2.666666666667e+00
     180  1.200000000000e+01  2.666666666667e+00
     181  1.300000000000e+01  2.666666666667e+00
     182  1.400000000000e+01  2.666666666667e+00
